Env_step,MAP_NAME: smacv2_20_units - eval_m/.win_rate,MAP_NAME: smacv2_20_units - eval_m/.win_rate__MIN,MAP_NAME: smacv2_20_units - eval_m/.win_rate__MAX,MAP_NAME: smacv2_10_units - eval_m/.win_rate,MAP_NAME: smacv2_10_units - eval_m/.win_rate__MIN,MAP_NAME: smacv2_10_units - eval_m/.win_rate__MAX,MAP_NAME: smacv2_5_units - eval_m/.win_rate,MAP_NAME: smacv2_5_units - eval_m/.win_rate__MIN,MAP_NAME: smacv2_5_units - eval_m/.win_rate__MAX,MAP_NAME: 27m_vs_30m - eval_m/.win_rate,MAP_NAME: 27m_vs_30m - eval_m/.win_rate__MIN,MAP_NAME: 27m_vs_30m - eval_m/.win_rate__MAX,MAP_NAME: 10m_vs_11m - eval_m/.win_rate,MAP_NAME: 10m_vs_11m - eval_m/.win_rate__MIN,MAP_NAME: 10m_vs_11m - eval_m/.win_rate__MAX,MAP_NAME: 6h_vs_8z - eval_m/.win_rate,MAP_NAME: 6h_vs_8z - eval_m/.win_rate__MIN,MAP_NAME: 6h_vs_8z - eval_m/.win_rate__MAX,MAP_NAME: 5m_vs_6m - eval_m/.win_rate,MAP_NAME: 5m_vs_6m - eval_m/.win_rate__MIN,MAP_NAME: 5m_vs_6m - eval_m/.win_rate__MAX,MAP_NAME: 3s5z - eval_m/.win_rate,MAP_NAME: 3s5z - eval_m/.win_rate__MIN,MAP_NAME: 3s5z - eval_m/.win_rate__MAX,MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate,MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate__MIN,MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate__MAX,MAP_NAME: 3s_vs_5z - eval_m/.win_rate,MAP_NAME: 3s_vs_5z - eval_m/.win_rate__MIN,MAP_NAME: 3s_vs_5z - eval_m/.win_rate__MAX,MAP_NAME: 2s3z - eval_m/.win_rate,MAP_NAME: 2s3z - eval_m/.win_rate__MIN,MAP_NAME: 2s3z - eval_m/.win_rate__MAX
49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98304,0.625,0,3.125,0,0,0,2.5,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147456,3.125,0,6.25,4.375,0,9.375,4.375,0,9.375,0,0,0,1.25,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196608,3.75,0,12.5,6.25,3.125,12.5,5.625,3.125,9.375,0.625,0,3.125,6.25,0,9.375,0,0,0,0,0,0,0.625,0,3.125,0,0,0,0,0,0,2.5,0,9.375
245760,3.125,0,9.375,8.125,6.25,9.375,11.875,9.375,15.625,3.75,0,6.25,6.25,0,9.375,0.625,0,3.125,0.625,0,3.125,0.625,0,3.125,0,0,0,0,0,0,5,0,9.375
294912,5,0,15.625,4.375,3.125,9.375,11.25,9.375,15.625,10.625,0,21.875,8.125,0,18.75,1.25,0,6.25,0.625,0,3.125,1.875,0,3.125,0,0,0,0,0,0,14.375,3.125,21.875
344064,2.5,0,9.375,3.75,0,12.5,10,3.125,18.75,10,0,21.875,8.75,3.125,15.625,4.375,0,12.5,3.125,0,6.25,1.875,0,3.125,0,0,0,0,0,0,20.625,3.125,34.375
393216,1.875,0,6.25,5.625,3.125,15.625,14.375,9.375,18.75,11.25,0,37.5,10,0,21.875,5,0,15.625,0,0,0,1.875,0,3.125,0,0,0,0,0,0,31.25,12.5,43.75
442368,1.875,0,9.375,4.375,0,9.375,8.125,3.125,12.5,9.375,0,15.625,13.125,6.25,31.25,6.25,0,12.5,0,0,0,6.25,3.125,9.375,0,0,0,0,0,0,39.375,34.375,43.75
491520,1.875,0,6.25,10,3.125,18.75,11.25,3.125,18.75,15,6.25,28.125,15.625,3.125,25,7.5,3.125,12.5,1.25,0,6.25,7.5,3.125,15.625,0,0,0,0,0,0,39.375,28.125,53.125
540672,1.875,0,6.25,8.125,3.125,12.5,15.625,9.375,21.875,25,9.375,46.875,17.5,9.375,37.5,20,3.125,46.875,0.625,0,3.125,5.625,0,9.375,0,0,0,0,0,0,48.75,37.5,56.25
589824,4.375,0,9.375,6.875,0,25,21.25,9.375,25,32.5,9.375,56.25,20.625,6.25,43.75,28.75,9.375,62.5,0,0,0,21.25,9.375,43.75,0,0,0,0,0,0,55.625,43.75,75
638976,1.875,0,3.125,6.875,0,9.375,16.25,9.375,28.125,31.875,3.125,62.5,15,3.125,28.125,24.375,0,59.375,0.625,0,3.125,16.25,6.25,43.75,0,0,0,0,0,0,56.25,40.625,78.125
688128,2.5,0,6.25,8.75,3.125,12.5,25,12.5,40.625,40,9.375,71.875,25,9.375,43.75,31.875,6.25,59.375,1.875,0,6.25,26.25,9.375,50,0,0,0,0,0,0,60,46.875,68.75
737280,1.875,0,3.125,7.5,3.125,15.625,22.5,15.625,31.25,45,12.5,84.375,17.5,6.25,34.375,39.375,15.625,75,1.875,0,3.125,27.5,15.625,37.5,0.625,0,3.125,0,0,0,65.625,46.875,75
786432,1.25,0,6.25,5,0,9.375,21.875,3.125,31.25,40,12.5,65.625,20,3.125,40.625,38.125,12.5,78.125,0.625,0,3.125,36.25,15.625,68.75,0,0,0,0,0,0,66.875,59.375,75
835584,1.875,0,6.25,10,6.25,15.625,26.25,15.625,34.375,34.375,0,65.625,28.75,12.5,50,47.5,18.75,84.375,1.25,0,3.125,37.5,25,62.5,0,0,0,0,0,0,68.75,53.125,87.5
884736,1.875,0,6.25,11.25,9.375,15.625,26.875,18.75,43.75,41.25,6.25,87.5,20.625,12.5,34.375,42.5,15.625,81.25,1.25,0,3.125,43.125,21.875,81.25,1.25,0,3.125,0.625,0,3.125,69.375,65.625,75
933888,3.75,0,9.375,10,0,21.875,31.875,18.75,53.125,48.75,9.375,84.375,21.875,3.125,40.625,37.5,3.125,90.625,1.25,0,3.125,53.75,25,71.875,0,0,0,0,0,0,75,65.625,87.5
983040,3.125,0,6.25,8.75,3.125,15.625,26.875,6.25,46.875,43.75,15.625,81.25,35,15.625,56.25,50,9.375,93.75,1.875,0,6.25,52.5,40.625,84.375,0,0,0,0.625,0,3.125,72.5,59.375,81.25
1032192,3.125,0,6.25,12.5,6.25,21.875,31.875,21.875,46.875,51.875,15.625,87.5,32.5,6.25,62.5,46.25,9.375,87.5,0.625,0,3.125,38.125,21.875,53.125,0,0,0,3.125,0,9.375,76.25,68.75,90.625
1081344,5,3.125,9.375,10.625,6.25,21.875,34.375,28.125,43.75,49.375,21.875,81.25,31.25,6.25,59.375,49.375,18.75,90.625,1.25,0,6.25,40.625,25,50,0,0,0,5.625,0,21.875,78.125,68.75,93.75
1130496,0.625,0,3.125,10,0,25,33.75,25,50,56.875,25,96.875,29.375,6.25,65.625,47.5,9.375,96.875,1.25,0,3.125,37.5,25,43.75,0,0,0,6.25,0,28.125,77.5,59.375,93.75
1179648,2.5,0,6.25,10.625,6.25,15.625,35,25,43.75,55.625,21.875,87.5,31.25,3.125,81.25,42.5,12.5,90.625,1.875,0,6.25,42.5,37.5,50,0,0,0,5.625,0,15.625,83.125,75,93.75
1228800,1.875,0,3.125,16.875,9.375,34.375,34.375,21.875,40.625,63.125,28.125,93.75,39.375,21.875,87.5,52.5,18.75,96.875,1.875,0,3.125,48.75,21.875,78.125,0,0,0,13.75,0,56.25,76.25,71.875,87.5
1277952,4.375,0,6.25,16.25,6.25,28.125,36.25,25,53.125,66.25,50,93.75,40.625,18.75,90.625,48.125,18.75,90.625,1.875,0,6.25,45,21.875,62.5,0,0,0,15,0,62.5,79.375,65.625,87.5
1327104,6.25,0,12.5,18.75,15.625,25,26.875,15.625,37.5,63.125,34.375,93.75,35.625,12.5,81.25,45.625,6.25,90.625,0.625,0,3.125,56.875,28.125,75,0.625,0,3.125,18.75,0,75,73.75,53.125,93.75
1376256,3.125,0,6.25,15.625,9.375,25,31.875,21.875,43.75,68.125,46.875,93.75,41.875,12.5,96.875,46.875,9.375,96.875,1.25,0,6.25,45.625,15.625,81.25,0,0,0,17.5,0,53.125,81.875,65.625,93.75
1425408,1.25,0,3.125,13.75,9.375,18.75,32.5,18.75,43.75,65.625,40.625,87.5,37.5,15.625,84.375,47.5,12.5,87.5,1.875,0,3.125,44.375,12.5,78.125,0,0,0,26.25,0,75,83.125,71.875,96.875
1474560,5,0,12.5,20,0,40.625,45.625,31.25,68.75,62.5,31.25,96.875,40,21.875,90.625,43.75,6.25,93.75,1.875,0,6.25,46.25,18.75,62.5,0,0,0,26.25,0,75,83.125,75,90.625
1523712,6.875,3.125,9.375,19.375,6.25,28.125,44.375,37.5,50,65,34.375,93.75,45.625,28.125,96.875,52.5,12.5,96.875,0.625,0,3.125,58.75,31.25,75,0.625,0,3.125,36.25,0,65.625,78.75,68.75,93.75
1572864,3.125,0,6.25,21.25,12.5,31.25,46.875,28.125,59.375,67.5,40.625,100,40.625,18.75,90.625,52.5,9.375,96.875,2.5,0,9.375,54.375,28.125,90.625,0.625,0,3.125,40,0,78.125,90,81.25,96.875
1622016,2.5,0,6.25,18.75,12.5,28.125,40,31.25,50,69.375,43.75,96.875,45.625,12.5,96.875,50,15.625,96.875,0.625,0,3.125,50,25,65.625,0,0,0,47.5,0,75,83.75,75,90.625
1671168,2.5,0,9.375,21.875,6.25,31.25,33.75,25,46.875,66.875,40.625,96.875,44.375,15.625,93.75,56.25,25,100,0.625,0,3.125,50.625,34.375,62.5,0,0,0,48.125,0,84.375,86.875,81.25,100
1720320,6.25,3.125,12.5,22.5,12.5,28.125,40,31.25,46.875,66.875,43.75,87.5,45.625,21.875,96.875,54.375,12.5,93.75,1.875,0,6.25,51.875,28.125,68.75,0,0,0,48.75,0,90.625,78.75,68.75,96.875
1769472,3.125,0,6.25,16.875,0,37.5,45.625,40.625,53.125,68.75,43.75,87.5,50,25,96.875,60,15.625,96.875,1.875,0,3.125,55.625,46.875,75,0,0,0,48.125,3.125,87.5,78.75,71.875,96.875
1818624,5,0,9.375,22.5,9.375,37.5,38.125,21.875,50,64.375,34.375,96.875,36.25,12.5,84.375,64.375,15.625,100,1.25,0,3.125,56.25,40.625,65.625,0,0,0,50,0,75,84.375,68.75,96.875
1867776,1.25,0,3.125,16.25,9.375,18.75,38.75,28.125,46.875,71.875,43.75,100,46.25,25,87.5,65.625,21.875,96.875,0.625,0,3.125,63.125,40.625,78.125,0.625,0,3.125,46.25,3.125,81.25,80.625,59.375,100
1916928,6.25,0,12.5,25.625,12.5,56.25,36.25,28.125,43.75,75.625,59.375,96.875,44.375,15.625,96.875,66.875,25,100,2.5,0,6.25,55,43.75,71.875,0,0,0,53.75,3.125,87.5,74.375,53.125,93.75
1966080,4.375,0,9.375,24.375,9.375,40.625,46.875,34.375,53.125,67.5,40.625,100,43.75,9.375,90.625,60.625,15.625,100,1.25,0,6.25,61.875,37.5,84.375,0,0,0,53.75,0,75,78.125,68.75,96.875
2015232,3.125,0,12.5,26.875,15.625,40.625,40,34.375,53.125,69.375,40.625,96.875,47.5,18.75,96.875,74.375,31.25,100,1.25,0,3.125,58.75,25,75,1.875,0,9.375,60.625,0,90.625,80,62.5,100
2064384,2.5,0,9.375,20.625,15.625,31.25,35.625,18.75,46.875,67.5,43.75,100,48.75,18.75,84.375,66.875,21.875,96.875,0.625,0,3.125,58.125,50,65.625,0,0,0,58.75,3.125,84.375,85,65.625,100
2113536,1.25,0,6.25,17.5,6.25,31.25,41.25,31.25,53.125,79.375,62.5,96.875,48.125,21.875,87.5,63.125,18.75,100,1.875,0,3.125,68.75,50,90.625,1.25,0,3.125,60,12.5,75,80.625,68.75,96.875
2162688,5.625,3.125,9.375,25,18.75,31.25,39.375,31.25,50,69.375,40.625,96.875,49.375,15.625,93.75,60,15.625,96.875,0.625,0,3.125,72.5,43.75,84.375,1.25,0,3.125,55.625,3.125,81.25,78.125,50,100
2211840,3.125,0,6.25,25,12.5,37.5,45,28.125,56.25,71.875,43.75,100,45.625,12.5,93.75,61.875,15.625,100,0.625,0,3.125,69.375,50,81.25,0,0,0,47.5,3.125,87.5,85,78.125,90.625
2260992,0.625,0,3.125,23.75,9.375,37.5,35.625,21.875,43.75,65.625,28.125,96.875,46.875,25,93.75,61.875,21.875,100,0.625,0,3.125,65.625,40.625,87.5,0.625,0,3.125,62.5,0,100,88.75,81.25,96.875
2310144,3.125,0,12.5,26.25,12.5,37.5,34.375,18.75,53.125,62.5,31.25,96.875,50.625,21.875,93.75,62.5,12.5,100,2.5,0,6.25,57.5,28.125,75,0,0,0,55.625,18.75,87.5,84.375,71.875,96.875
2359296,6.25,0,18.75,31.25,12.5,46.875,42.5,34.375,56.25,69.375,50,93.75,42.5,18.75,90.625,66.25,25,96.875,0.625,0,3.125,69.375,40.625,93.75,3.125,0,15.625,53.75,31.25,81.25,90,68.75,100
2408448,4.375,0,12.5,31.25,18.75,50,42.5,25,50,73.125,43.75,100,43.75,21.875,93.75,61.875,12.5,100,0,0,0,56.875,18.75,87.5,2.5,0,12.5,49.375,3.125,90.625,86.25,78.125,96.875
2457600,3.75,0,9.375,20,15.625,28.125,43.75,31.25,53.125,80,46.875,96.875,46.875,25,93.75,67.5,12.5,100,1.25,0,3.125,65.625,62.5,68.75,3.125,0,12.5,58.75,21.875,84.375,87.5,81.25,96.875
2506752,2.5,0,6.25,21.25,12.5,34.375,42.5,28.125,53.125,70,50,96.875,48.75,28.125,90.625,51.875,12.5,96.875,2.5,0,6.25,75.625,50,93.75,1.875,0,6.25,48.75,0,84.375,89.375,75,100
2555904,5,3.125,9.375,17.5,9.375,34.375,43.75,31.25,59.375,74.375,43.75,100,36.25,18.75,93.75,55,18.75,100,0,0,0,72.5,53.125,84.375,4.375,0,21.875,58.125,18.75,84.375,90,84.375,96.875
2605056,2.5,0,6.25,20.625,15.625,25,46.875,25,56.25,73.125,43.75,100,37.5,9.375,96.875,58.125,18.75,96.875,1.875,0,6.25,72.5,56.25,84.375,0,0,0,58.125,12.5,96.875,90.625,81.25,100
2654208,3.75,0,6.25,21.25,12.5,34.375,45,34.375,56.25,73.125,53.125,100,38.75,15.625,81.25,53.75,15.625,100,0.625,0,3.125,60,28.125,81.25,3.125,0,12.5,53.75,18.75,84.375,81.25,71.875,93.75
2703360,8.75,6.25,12.5,24.375,3.125,50,50,40.625,56.25,70.625,37.5,93.75,48.125,15.625,100,61.875,15.625,93.75,0.625,0,3.125,64.375,43.75,81.25,1.875,0,9.375,58.75,28.125,93.75,88.75,81.25,100
2752512,5,0,12.5,29.375,15.625,53.125,48.75,43.75,53.125,74.375,53.125,100,46.875,18.75,96.875,66.25,25,96.875,0,0,0,65.625,43.75,87.5,2.5,0,12.5,60.625,37.5,93.75,89.375,71.875,96.875
2801664,6.25,0,15.625,25.625,18.75,40.625,46.875,43.75,53.125,78.125,50,96.875,47.5,18.75,100,65,21.875,96.875,1.25,0,3.125,67.5,53.125,87.5,3.75,0,12.5,63.125,25,96.875,96.25,90.625,100
2850816,3.75,0,9.375,27.5,6.25,50,45.625,37.5,50,76.875,50,96.875,44.375,25,93.75,60,3.125,100,0.625,0,3.125,68.75,56.25,90.625,3.75,0,18.75,63.75,37.5,90.625,91.875,84.375,100
2899968,1.25,0,6.25,22.5,12.5,40.625,40.625,37.5,43.75,75,46.875,100,35.625,15.625,96.875,58.125,0,100,0,0,0,58.75,28.125,81.25,3.75,0,12.5,68.75,50,90.625,92.5,75,100
2949120,8.125,0,15.625,29.375,18.75,34.375,50.625,46.875,56.25,71.25,40.625,100,35,6.25,84.375,63.75,3.125,100,0.625,0,3.125,73.75,56.25,100,4.375,0,15.625,75.625,37.5,90.625,93.125,90.625,96.875
2998272,3.125,0,9.375,21.875,6.25,43.75,40.625,25,50,70,43.75,100,45,9.375,96.875,63.75,6.25,100,1.875,0,3.125,60.625,34.375,96.875,4.375,0,12.5,73.125,40.625,96.875,96.25,90.625,100
3047424,5.625,0,15.625,31.25,3.125,53.125,45.625,31.25,56.25,69.375,46.875,100,36.875,15.625,90.625,58.125,3.125,93.75,1.25,0,6.25,60.625,37.5,96.875,7.5,0,28.125,75.625,53.125,96.875,95,87.5,100
3096576,6.875,0,18.75,22.5,9.375,40.625,41.875,31.25,53.125,74.375,50,100,36.25,9.375,96.875,61.875,6.25,96.875,0.625,0,3.125,66.875,37.5,96.875,12.5,0,53.125,77.5,65.625,87.5,93.75,84.375,100
3145728,5,0,12.5,18.75,9.375,25,40.625,28.125,56.25,74.375,53.125,96.875,45,25,96.875,66.25,3.125,100,3.125,0,6.25,67.5,43.75,100,7.5,0,25,78.125,40.625,93.75,91.25,65.625,100
3194880,5,0,15.625,31.875,12.5,50,43.75,37.5,59.375,80,59.375,96.875,37.5,9.375,93.75,64.375,0,96.875,1.25,0,3.125,66.25,25,93.75,11.875,0,40.625,80,50,93.75,93.125,84.375,100
3244032,1.875,0,3.125,26.25,3.125,37.5,37.5,28.125,43.75,70,46.875,96.875,36.875,3.125,93.75,60.625,0,100,0.625,0,3.125,61.25,37.5,90.625,8.125,0,31.25,78.75,43.75,93.75,93.125,87.5,100
3293184,6.25,0,12.5,19.375,3.125,31.25,51.25,46.875,62.5,78.75,59.375,100,38.75,18.75,93.75,64.375,3.125,100,1.25,0,6.25,62.5,25,93.75,9.375,0,31.25,71.25,31.25,96.875,92.5,84.375,100
3342336,4.375,0,12.5,30,15.625,43.75,46.25,25,59.375,74.375,53.125,100,36.875,3.125,96.875,63.125,9.375,100,1.875,0,6.25,65.625,34.375,90.625,6.25,0,18.75,67.5,31.25,90.625,96.875,93.75,100
3391488,4.375,0,12.5,22.5,12.5,46.875,49.375,46.875,50,75.625,62.5,96.875,41.875,15.625,100,62.5,6.25,100,0.625,0,3.125,61.875,15.625,93.75,6.25,0,21.875,76.875,59.375,90.625,95,81.25,100
3440640,4.375,0,12.5,26.875,9.375,37.5,42.5,25,59.375,73.125,56.25,90.625,35.625,0,93.75,64.375,9.375,100,1.875,0,3.125,70,43.75,96.875,6.25,0,18.75,80.625,56.25,100,94.375,78.125,100
3489792,1.25,0,3.125,25,3.125,43.75,46.875,31.25,65.625,72.5,40.625,96.875,41.25,6.25,93.75,63.125,18.75,96.875,1.25,0,3.125,71.875,28.125,100,15,0,37.5,81.875,71.875,93.75,96.25,84.375,100
3538944,4.375,0,12.5,28.75,3.125,40.625,48.75,37.5,56.25,75.625,50,100,40,3.125,100,60.625,3.125,100,2.5,0,9.375,63.125,46.875,84.375,11.25,0,37.5,76.875,56.25,87.5,96.875,90.625,100
3588096,1.875,0,3.125,31.875,21.875,43.75,44.375,31.25,56.25,71.875,40.625,93.75,35.625,6.25,96.875,64.375,15.625,100,0.625,0,3.125,67.5,37.5,100,12.5,0,43.75,77.5,50,96.875,96.25,81.25,100
3637248,4.375,0,15.625,29.375,12.5,46.875,44.375,37.5,50,70.625,43.75,96.875,44.375,15.625,96.875,59.375,6.25,96.875,1.25,0,3.125,66.25,34.375,100,11.25,0,43.75,83.125,68.75,90.625,98.75,96.875,100
3686400,3.125,0,6.25,23.125,9.375,31.25,41.25,31.25,50,68.75,40.625,100,33.75,3.125,93.75,63.125,12.5,96.875,1.25,0,6.25,73.125,53.125,100,7.5,0,18.75,79.375,62.5,90.625,96.875,90.625,100
3735552,3.125,0,9.375,28.125,12.5,34.375,45,40.625,50,75.625,43.75,100,41.875,9.375,96.875,68.125,28.125,93.75,1.25,0,3.125,67.5,34.375,93.75,12.5,0,37.5,83.75,62.5,90.625,96.875,93.75,100
3784704,2.5,0,6.25,25.625,12.5,40.625,47.5,34.375,59.375,76.875,56.25,100,41.875,6.25,93.75,65.625,12.5,96.875,1.25,0,6.25,75.625,50,93.75,14.375,0,43.75,76.875,40.625,87.5,98.75,96.875,100
3833856,4.375,0,6.25,24.375,12.5,43.75,46.875,28.125,62.5,69.375,46.875,96.875,34.375,0,100,73.125,34.375,100,2.5,0,9.375,76.25,50,93.75,7.5,0,21.875,77.5,28.125,96.875,98.75,93.75,100
3883008,5,0,15.625,28.125,18.75,40.625,41.875,31.25,53.125,71.875,50,96.875,32.5,3.125,90.625,73.125,31.25,96.875,0.625,0,3.125,75,40.625,93.75,10.625,0,31.25,76.25,43.75,90.625,97.5,87.5,100
3932160,4.375,0,9.375,28.75,9.375,46.875,47.5,40.625,56.25,71.875,53.125,96.875,46.25,6.25,100,72.5,21.875,100,1.25,0,6.25,71.25,40.625,96.875,13.75,0,37.5,81.25,46.875,90.625,97.5,93.75,100
3981312,2.5,0,12.5,30,9.375,50,44.375,34.375,50,70,46.875,100,36.25,3.125,84.375,72.5,25,96.875,0.625,0,3.125,76.875,46.875,100,11.25,0,34.375,76.875,37.5,96.875,98.125,93.75,100
4030464,4.375,0,21.875,20,6.25,40.625,48.75,40.625,59.375,81.25,56.25,96.875,36.25,3.125,87.5,76.875,28.125,96.875,1.25,0,3.125,71.875,25,100,12.5,0,31.25,82.5,43.75,96.875,98.75,93.75,100
4079616,3.125,0,9.375,24.375,12.5,43.75,49.375,37.5,65.625,76.875,56.25,100,43.75,6.25,96.875,79.375,21.875,100,0,0,0,71.25,25,96.875,12.5,0,37.5,79.375,50,93.75,98.75,93.75,100
4128768,5.625,0,21.875,21.875,3.125,46.875,50,37.5,59.375,63.75,21.875,96.875,32.5,3.125,71.875,83.125,31.25,100,0.625,0,3.125,68.125,15.625,96.875,15,0,37.5,79.375,40.625,93.75,99.375,96.875,100
4177920,4.375,0,6.25,21.25,3.125,40.625,53.75,37.5,59.375,74.375,43.75,100,33.75,3.125,96.875,74.375,18.75,100,1.25,0,3.125,67.5,9.375,96.875,16.875,0,53.125,81.875,43.75,93.75,98.125,93.75,100
4227072,3.75,0,12.5,23.125,6.25,43.75,50.625,37.5,62.5,79.375,56.25,96.875,38.125,3.125,71.875,76.25,15.625,93.75,2.5,0,6.25,68.125,15.625,96.875,16.25,0,46.875,85,56.25,96.875,98.75,96.875,100
4276224,3.75,0,9.375,21.875,6.25,37.5,49.375,37.5,59.375,74.375,34.375,100,38.125,3.125,96.875,79.375,18.75,100,2.5,0,3.125,73.75,34.375,100,17.5,0,50,84.375,56.25,100,98.125,93.75,100
4325376,1.875,0,6.25,20,12.5,37.5,55.625,43.75,68.75,73.125,34.375,100,39.375,3.125,100,83.75,40.625,96.875,0.625,0,3.125,68.125,18.75,96.875,16.875,0,43.75,78.75,62.5,100,99.375,96.875,100
4374528,0.625,0,3.125,18.125,0,34.375,51.25,43.75,62.5,74.375,31.25,100,39.375,9.375,90.625,86.25,50,100,1.875,0,6.25,68.75,25,96.875,16.25,0,37.5,89.375,81.25,96.875,98.125,93.75,100
4423680,3.75,0,15.625,14.375,6.25,28.125,46.25,40.625,50,80,46.875,100,37.5,0,84.375,87.5,56.25,100,0,0,0,68.75,25,100,13.75,0,37.5,84.375,56.25,93.75,99.375,96.875,100
4472832,1.875,0,6.25,23.75,3.125,37.5,47.5,37.5,59.375,78.75,40.625,96.875,35.625,6.25,87.5,91.25,75,100,1.875,0,6.25,65.625,21.875,96.875,21.875,0,53.125,89.375,62.5,100,96.25,81.25,100
4521984,3.125,0,6.25,18.75,0,31.25,52.5,43.75,65.625,85,46.875,100,38.75,0,75,95.625,81.25,100,0.625,0,3.125,60.625,15.625,100,18.125,0,46.875,86.25,56.25,96.875,98.125,90.625,100
4571136,1.875,0,6.25,14.375,3.125,28.125,52.5,43.75,59.375,81.25,50,96.875,36.875,6.25,90.625,95,84.375,100,1.875,0,6.25,73.125,34.375,100,21.25,0,53.125,86.875,68.75,100,95.625,78.125,100
4620288,5.625,0,12.5,15,0,31.25,60,53.125,65.625,79.375,50,96.875,30,3.125,87.5,95,87.5,96.875,1.875,0,3.125,66.25,40.625,100,23.75,0,62.5,85.625,56.25,96.875,92.5,65.625,100
4669440,4.375,3.125,6.25,16.25,6.25,28.125,46.875,40.625,53.125,76.875,31.25,96.875,27.5,0,53.125,93.125,87.5,100,1.25,0,3.125,66.25,28.125,100,18.75,0,50,81.875,50,93.75,95.625,81.25,100
4718592,1.875,0,6.25,15,6.25,34.375,53.125,43.75,59.375,76.875,34.375,100,33.125,3.125,46.875,95.625,90.625,100,0,0,0,70.625,28.125,100,17.5,0,46.875,87.5,62.5,100,96.875,87.5,100
4767744,3.125,0,9.375,22.5,12.5,34.375,55,50,62.5,81.25,28.125,100,28.125,6.25,43.75,95.625,90.625,100,2.5,0,9.375,63.75,28.125,100,19.375,3.125,43.75,88.125,71.875,93.75,98.125,90.625,100
4816896,1.875,0,3.125,19.375,6.25,28.125,46.875,25,65.625,73.125,28.125,100,23.125,0,40.625,93.75,84.375,96.875,2.5,0,3.125,65,21.875,100,18.75,0,59.375,85,62.5,93.75,98.75,96.875,100
