Env_step,MAP_NAME: smacv2_20_units - eval_m/.win_rate,MAP_NAME: smacv2_20_units - eval_m/.win_rate__MIN,MAP_NAME: smacv2_20_units - eval_m/.win_rate__MAX,MAP_NAME: smacv2_10_units - eval_m/.win_rate,MAP_NAME: smacv2_10_units - eval_m/.win_rate__MIN,MAP_NAME: smacv2_10_units - eval_m/.win_rate__MAX,MAP_NAME: smacv2_5_units - eval_m/.win_rate,MAP_NAME: smacv2_5_units - eval_m/.win_rate__MIN,MAP_NAME: smacv2_5_units - eval_m/.win_rate__MAX,MAP_NAME: 27m_vs_30m - eval_m/.win_rate,MAP_NAME: 27m_vs_30m - eval_m/.win_rate__MIN,MAP_NAME: 27m_vs_30m - eval_m/.win_rate__MAX,MAP_NAME: 10m_vs_11m - eval_m/.win_rate,MAP_NAME: 10m_vs_11m - eval_m/.win_rate__MIN,MAP_NAME: 10m_vs_11m - eval_m/.win_rate__MAX,MAP_NAME: 6h_vs_8z - eval_m/.win_rate,MAP_NAME: 6h_vs_8z - eval_m/.win_rate__MIN,MAP_NAME: 6h_vs_8z - eval_m/.win_rate__MAX,MAP_NAME: 5m_vs_6m - eval_m/.win_rate,MAP_NAME: 5m_vs_6m - eval_m/.win_rate__MIN,MAP_NAME: 5m_vs_6m - eval_m/.win_rate__MAX,MAP_NAME: 3s5z - eval_m/.win_rate,MAP_NAME: 3s5z - eval_m/.win_rate__MIN,MAP_NAME: 3s5z - eval_m/.win_rate__MAX,MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate,MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate__MIN,MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate__MAX,MAP_NAME: 3s_vs_5z - eval_m/.win_rate,MAP_NAME: 3s_vs_5z - eval_m/.win_rate__MIN,MAP_NAME: 3s_vs_5z - eval_m/.win_rate__MAX,MAP_NAME: 2s3z - eval_m/.win_rate,MAP_NAME: 2s3z - eval_m/.win_rate__MIN,MAP_NAME: 2s3z - eval_m/.win_rate__MAX
4866048,3.125,0,9.375,14.375,0,31.25,48.125,37.5,56.25,79.375,46.875,100,23.75,9.375,46.875,92.5,81.25,100,0,0,0,69.375,21.875,100,19.375,0,59.375,83.75,62.5,93.75,99.375,96.875,100
4915200,3.125,0,9.375,14.375,6.25,28.125,61.875,59.375,65.625,75.625,28.125,96.875,24.375,6.25,40.625,99.375,96.875,100,1.875,0,3.125,59.375,6.25,100,19.375,0,56.25,84.375,75,96.875,98.75,93.75,100
4964352,3.75,0,9.375,14.375,3.125,28.125,51.875,37.5,56.25,74.375,28.125,96.875,16.25,3.125,34.375,94.375,90.625,96.875,1.25,0,3.125,65.625,15.625,96.875,26.25,0,62.5,82.5,40.625,96.875,98.75,93.75,100
5013504,1.875,0,3.125,13.75,0,31.25,48.75,25,65.625,75,43.75,96.875,24.375,3.125,46.875,96.25,84.375,100,0.625,0,3.125,65.625,18.75,100,23.125,0,68.75,85,53.125,96.875,99.375,96.875,100
5062656,1.875,0,9.375,11.25,0,31.25,43.125,34.375,50,75.625,37.5,100,15.625,3.125,25,95.625,93.75,100,1.25,0,3.125,69.375,15.625,100,21.25,0,50,84.375,56.25,93.75,99.375,96.875,100
5111808,0.625,0,3.125,16.25,3.125,31.25,48.75,37.5,59.375,80.625,46.875,100,16.875,0,40.625,96.25,87.5,100,1.875,0,6.25,64.375,9.375,100,21.875,0,56.25,88.125,71.875,100,98.75,93.75,100
5160960,3.75,0,12.5,12.5,0,28.125,43.75,37.5,62.5,71.25,37.5,96.875,20.625,0,40.625,95.625,84.375,100,0,0,0,63.125,9.375,100,22.5,0,50,86.875,68.75,96.875,99.375,96.875,100
5210112,5.625,3.125,6.25,20,0,53.125,52.5,46.875,59.375,80.625,34.375,100,16.875,3.125,31.25,98.125,93.75,100,1.25,0,6.25,70,18.75,100,25.625,0,65.625,88.125,75,96.875,99.375,96.875,100
5259264,2.5,0,9.375,10,3.125,25,43.75,37.5,46.875,73.75,34.375,100,19.375,0,34.375,92.5,75,100,1.25,0,3.125,66.25,9.375,100,23.75,0,65.625,90,68.75,96.875,100,100,100
5308416,1.25,0,3.125,15.625,3.125,28.125,53.75,43.75,62.5,75.625,34.375,96.875,19.375,0,40.625,98.125,90.625,100,1.25,0,6.25,68.75,15.625,96.875,25.625,0,75,90,84.375,93.75,98.75,96.875,100
5357568,3.75,0,6.25,17.5,3.125,37.5,46.875,21.875,59.375,76.25,37.5,100,21.25,3.125,46.875,98.125,93.75,100,0,0,0,68.75,0,100,31.25,3.125,71.875,90.625,78.125,96.875,99.375,96.875,100
5406720,1.25,0,3.125,23.125,6.25,46.875,50.625,37.5,62.5,78.125,43.75,100,22.5,0,40.625,95.625,90.625,100,0.625,0,3.125,67.5,3.125,100,26.25,0,75,88.75,71.875,100,100,100,100
5455872,3.125,0,9.375,16.25,6.25,28.125,43.125,37.5,50,76.875,28.125,96.875,23.125,0,40.625,93.125,87.5,100,1.875,0,3.125,66.25,9.375,100,28.125,0,68.75,89.375,75,100,100,100,100
5505024,1.875,0,3.125,17.5,0,34.375,43.75,31.25,62.5,81.25,53.125,96.875,19.375,3.125,46.875,96.875,90.625,100,2.5,0,3.125,66.875,3.125,100,30.625,0,78.125,88.75,59.375,100,99.375,96.875,100
5554176,1.875,0,3.125,18.75,6.25,43.75,48.75,40.625,56.25,78.125,50,96.875,21.25,3.125,37.5,96.25,93.75,100,1.25,0,3.125,68.125,12.5,100,23.125,0,56.25,85.625,59.375,100,97.5,93.75,100
5603328,1.25,0,3.125,12.5,3.125,31.25,40.625,37.5,46.875,80.625,46.875,100,23.125,3.125,46.875,90.625,84.375,96.875,0.625,0,3.125,62.5,6.25,100,22.5,3.125,59.375,89.375,81.25,100,98.75,96.875,100
5652480,0.625,0,3.125,13.75,0,28.125,41.875,28.125,50,82.5,56.25,96.875,15,3.125,28.125,89.375,71.875,100,3.125,0,6.25,65,21.875,100,23.75,3.125,59.375,88.75,75,96.875,99.375,96.875,100
5701632,3.75,0,9.375,18.125,3.125,37.5,51.875,37.5,65.625,84.375,62.5,100,26.25,0,62.5,95.625,81.25,100,2.5,0,6.25,63.75,9.375,100,25,0,62.5,88.125,78.125,96.875,99.375,96.875,100
5750784,3.125,0,9.375,13.75,0,37.5,47.5,25,68.75,76.25,46.875,100,17.5,3.125,28.125,94.375,90.625,100,1.25,0,6.25,66.25,12.5,100,22.5,3.125,50,84.375,78.125,96.875,98.75,96.875,100
5799936,1.875,0,6.25,15.625,0,31.25,51.25,40.625,62.5,83.75,59.375,100,16.875,3.125,34.375,95.625,81.25,100,1.25,0,3.125,71.25,18.75,100,23.75,0,56.25,86.25,71.875,93.75,99.375,96.875,100
5849088,1.25,0,3.125,18.75,6.25,34.375,47.5,31.25,59.375,76.25,31.25,96.875,18.75,3.125,31.25,97.5,93.75,100,2.5,0,3.125,71.25,18.75,96.875,26.875,0,62.5,90.625,78.125,100,100,100,100
5898240,0.625,0,3.125,16.25,3.125,28.125,48.125,40.625,56.25,80.625,56.25,100,16.875,0,31.25,94.375,84.375,100,1.25,0,3.125,76.25,28.125,100,26.25,0,68.75,91.875,75,100,99.375,96.875,100
5947392,0,0,0,15.625,3.125,31.25,51.25,34.375,65.625,77.5,50,96.875,20,6.25,37.5,98.75,96.875,100,1.25,0,3.125,76.25,15.625,100,30.625,6.25,78.125,86.25,78.125,93.75,99.375,96.875,100
5996544,1.25,0,3.125,13.75,3.125,31.25,53.75,40.625,71.875,76.25,37.5,96.875,26.25,0,43.75,95,87.5,100,1.875,0,3.125,73.75,21.875,100,18.75,0,46.875,86.25,62.5,100,98.75,93.75,100
6045696,1.875,0,6.25,15,3.125,31.25,55,37.5,71.875,79.375,56.25,96.875,25,3.125,68.75,97.5,93.75,100,1.25,0,3.125,78.75,50,100,23.125,0,65.625,91.25,81.25,96.875,100,100,100
6094848,1.875,0,3.125,18.125,6.25,40.625,46.25,31.25,65.625,71.875,40.625,90.625,33.125,6.25,68.75,96.25,90.625,100,3.125,0,6.25,81.875,65.625,100,28.125,0,71.875,93.125,87.5,96.875,99.375,96.875,100
6144000,1.25,0,3.125,17.5,6.25,31.25,52.5,40.625,68.75,75,46.875,100,33.75,6.25,87.5,97.5,90.625,100,1.25,0,6.25,76.25,50,100,34.375,6.25,84.375,91.25,75,96.875,99.375,96.875,100
6193152,1.875,0,6.25,14.375,3.125,34.375,48.125,37.5,59.375,76.25,56.25,93.75,36.875,6.25,87.5,93.125,87.5,100,0,0,0,80.625,56.25,100,32.5,3.125,78.125,88.75,71.875,93.75,100,100,100
6242304,1.25,0,3.125,14.375,3.125,21.875,48.125,28.125,62.5,81.875,56.25,100,39.375,15.625,78.125,93.125,75,100,1.875,0,6.25,78.125,56.25,100,30,0,78.125,88.125,81.25,96.875,100,100,100
6291456,1.25,0,3.125,15,6.25,25,55.625,40.625,71.875,78.125,53.125,96.875,32.5,12.5,65.625,91.25,62.5,100,3.75,3.125,6.25,82.5,62.5,100,30,6.25,65.625,96.875,84.375,100,99.375,96.875,100
6340608,3.125,0,12.5,16.25,3.125,50,53.125,43.75,56.25,80,50,100,18.75,0,40.625,85,37.5,100,1.875,0,3.125,77.5,56.25,100,26.875,6.25,59.375,96.25,90.625,100,100,100,100
6389760,0.625,0,3.125,15.625,6.25,28.125,51.875,34.375,62.5,78.125,37.5,96.875,17.5,0,31.25,91.875,68.75,100,1.25,0,3.125,77.5,59.375,100,31.25,3.125,78.125,90,78.125,100,100,100,100
6438912,0,0,0,18.125,0,37.5,57.5,43.75,65.625,81.875,56.25,100,18.75,3.125,37.5,83.125,40.625,100,1.25,0,3.125,76.25,50,96.875,35.625,9.375,68.75,91.875,87.5,96.875,98.125,96.875,100
6488064,1.25,0,6.25,21.25,0,50,48.75,37.5,68.75,83.75,53.125,100,23.125,0,53.125,86.25,40.625,100,0.625,0,3.125,85,68.75,100,32.5,6.25,65.625,93.75,87.5,96.875,95.625,78.125,100
6537216,1.875,0,6.25,21.25,3.125,40.625,53.125,37.5,68.75,75,46.875,93.75,21.25,6.25,34.375,86.25,40.625,100,0,0,0,83.75,62.5,100,30.625,6.25,53.125,91.25,78.125,100,99.375,96.875,100
6586368,1.25,0,3.125,21.875,3.125,40.625,49.375,18.75,68.75,82.5,62.5,96.875,18.125,0,40.625,88.125,53.125,100,1.875,0,3.125,85,62.5,100,38.125,18.75,68.75,92.5,84.375,100,98.75,96.875,100
6635520,1.875,0,6.25,20,12.5,37.5,58.75,40.625,68.75,75,34.375,96.875,21.25,0,43.75,86.875,43.75,100,2.5,0,6.25,85,71.875,96.875,34.375,18.75,68.75,95.625,90.625,100,100,100,100
6684672,3.75,0,6.25,15,0,37.5,55,43.75,62.5,80,46.875,96.875,16.875,0,46.875,84.375,37.5,100,1.25,0,3.125,85.625,62.5,100,37.5,12.5,68.75,91.25,84.375,96.875,99.375,96.875,100
6733824,0.625,0,3.125,11.25,0,37.5,55,46.875,62.5,81.25,46.875,96.875,21.875,6.25,37.5,88.125,40.625,100,1.25,0,3.125,90,75,100,28.75,15.625,46.875,92.5,87.5,100,98.125,96.875,100
6782976,3.75,0,12.5,23.125,6.25,46.875,55.625,43.75,68.75,79.375,34.375,100,25,3.125,43.75,92.5,75,100,1.25,0,3.125,84.375,59.375,96.875,40,15.625,65.625,98.125,93.75,100,99.375,96.875,100
6832128,1.875,0,6.25,19.375,0,43.75,51.25,28.125,68.75,72.5,25,100,23.125,3.125,53.125,93.75,81.25,100,1.25,0,6.25,84.375,50,100,37.5,15.625,62.5,79.375,56.25,90.625,98.125,90.625,100
6881280,1.875,0,6.25,15,3.125,25,52.5,46.875,56.25,69.375,18.75,96.875,23.125,12.5,34.375,91.25,81.25,100,1.25,0,3.125,80.625,59.375,100,32.5,6.25,59.375,91.875,84.375,100,99.375,96.875,100
6930432,1.25,0,6.25,18.125,0,37.5,58.125,50,75,76.25,28.125,100,22.5,0,40.625,88.125,46.875,100,0.625,0,3.125,82.5,62.5,100,35,21.875,59.375,89.375,78.125,100,99.375,96.875,100
6979584,0,0,0,11.875,0,25,53.125,46.875,59.375,77.5,34.375,100,20.625,9.375,34.375,87.5,40.625,100,0.625,0,3.125,65,28.125,93.75,45,34.375,71.875,91.25,81.25,96.875,98.75,93.75,100
7028736,0.625,0,3.125,16.875,0,21.875,54.375,34.375,68.75,75.625,28.125,100,21.875,0,53.125,90,56.25,100,1.25,0,3.125,77.5,37.5,100,48.75,25,68.75,95,87.5,100,98.75,96.875,100
7077888,0.625,0,3.125,21.875,12.5,28.125,50.625,40.625,56.25,76.875,31.25,96.875,18.125,3.125,28.125,96.25,93.75,100,1.875,0,6.25,78.125,31.25,100,41.25,18.75,68.75,93.75,84.375,96.875,99.375,96.875,100
7127040,2.5,0,12.5,21.875,9.375,37.5,60,53.125,78.125,74.375,25,100,25,6.25,46.875,96.875,90.625,100,2.5,0,6.25,68.75,12.5,100,48.75,25,71.875,92.5,90.625,96.875,98.125,96.875,100
7176192,0,0,0,20.625,9.375,40.625,53.125,31.25,75,67.5,18.75,93.75,20.625,6.25,43.75,98.75,96.875,100,0.625,0,3.125,70,18.75,100,38.75,18.75,62.5,92.5,81.25,100,98.125,93.75,100
7225344,3.75,0,15.625,19.375,6.25,28.125,52.5,40.625,59.375,72.5,18.75,96.875,35,6.25,71.875,96.875,90.625,100,1.875,0,3.125,73.75,21.875,100,45.625,25,75,87.5,81.25,93.75,99.375,96.875,100
7274496,3.125,0,9.375,20.625,6.25,31.25,59.375,43.75,75,87.5,56.25,100,32.5,12.5,71.875,97.5,93.75,100,1.25,0,3.125,75.625,21.875,100,44.375,34.375,71.875,90.625,84.375,100,99.375,96.875,100
7323648,3.125,0,15.625,28.125,6.25,40.625,61.875,40.625,78.125,84.375,50,100,32.5,9.375,56.25,97.5,93.75,100,0,0,0,75.625,6.25,100,51.875,18.75,87.5,88.125,81.25,93.75,99.375,96.875,100
7372800,2.5,0,6.25,20,6.25,28.125,54.375,43.75,62.5,86.875,37.5,100,27.5,12.5,50,98.75,93.75,100,1.25,0,3.125,77.5,3.125,100,41.25,18.75,65.625,91.875,81.25,100,100,100,100
7421952,2.5,0,9.375,23.75,9.375,43.75,60.625,50,71.875,86.25,53.125,100,27.5,6.25,53.125,97.5,90.625,100,0,0,0,77.5,9.375,100,39.375,18.75,62.5,97.5,90.625,100,98.75,93.75,100
7471104,3.125,0,12.5,31.875,6.25,46.875,63.125,40.625,78.125,78.75,31.25,96.875,22.5,3.125,43.75,95,90.625,100,2.5,0,6.25,77.5,9.375,100,35,6.25,71.875,90.625,84.375,100,99.375,96.875,100
7520256,1.875,0,6.25,30,9.375,46.875,56.25,50,71.875,75.625,25,93.75,22.5,6.25,40.625,92.5,75,100,2.5,0,3.125,84.375,34.375,100,45,15.625,75,90,78.125,96.875,99.375,96.875,100
7569408,2.5,0,6.25,31.25,12.5,50,62.5,53.125,71.875,80,34.375,100,19.375,6.25,34.375,96.875,87.5,100,0.625,0,3.125,70,6.25,100,45.625,12.5,78.125,92.5,87.5,96.875,100,100,100
7618560,3.125,0,9.375,27.5,3.125,37.5,58.125,50,68.75,81.875,34.375,100,18.75,3.125,40.625,97.5,96.875,100,0,0,0,73.75,12.5,100,35,3.125,65.625,88.75,68.75,96.875,100,100,100
7667712,1.875,0,9.375,25.625,12.5,37.5,56.875,40.625,78.125,80.625,21.875,100,21.25,0,43.75,95,90.625,96.875,0,0,0,68.125,0,100,45,18.75,71.875,93.125,87.5,96.875,100,100,100
7716864,3.125,0,12.5,25.625,15.625,37.5,54.375,34.375,65.625,87.5,46.875,100,21.25,0,50,96.25,90.625,100,1.875,0,3.125,71.875,3.125,100,47.5,9.375,75,87.5,78.125,93.75,99.375,96.875,100
7766016,3.125,0,9.375,27.5,6.25,46.875,60.625,46.875,71.875,84.375,31.25,100,20,0,43.75,97.5,96.875,100,0.625,0,3.125,70.625,3.125,100,48.125,25,62.5,89.375,84.375,96.875,99.375,96.875,100
7815168,1.875,0,3.125,22.5,6.25,46.875,49.375,34.375,65.625,86.25,34.375,100,27.5,6.25,53.125,99.375,96.875,100,1.875,0,6.25,71.875,0,100,45.625,37.5,62.5,90.625,84.375,93.75,99.375,96.875,100
7864320,0.625,0,3.125,24.375,12.5,40.625,60,46.875,75,83.75,46.875,96.875,23.75,3.125,37.5,97.5,93.75,100,3.125,0,6.25,74.375,15.625,100,50,9.375,81.25,91.875,78.125,96.875,100,100,100
7913472,3.125,0,6.25,27.5,9.375,50,60,53.125,68.75,85,37.5,100,18.75,9.375,28.125,95,84.375,100,3.75,0,6.25,69.375,6.25,100,54.375,18.75,78.125,91.875,90.625,96.875,98.75,96.875,100
7962624,1.875,0,6.25,25,9.375,40.625,63.125,50,81.25,78.75,12.5,100,18.75,3.125,34.375,95.625,90.625,100,0.625,0,3.125,61.25,9.375,100,53.125,25,84.375,96.875,84.375,100,98.75,96.875,100
8011776,1.875,0,6.25,22.5,15.625,34.375,56.25,46.875,65.625,80,15.625,100,28.125,6.25,43.75,98.75,96.875,100,0.625,0,3.125,77.5,28.125,100,54.375,15.625,75,93.125,87.5,100,100,100,100
8060928,3.75,0,12.5,29.375,6.25,50,56.25,50,68.75,86.25,40.625,100,23.125,3.125,37.5,98.75,96.875,100,0,0,0,65,6.25,100,51.25,21.875,78.125,95.625,84.375,100,98.75,96.875,100
8110080,1.875,0,6.25,20,0,31.25,56.25,43.75,71.875,80,37.5,100,28.125,3.125,40.625,96.875,93.75,100,0,0,0,63.125,6.25,100,51.25,28.125,71.875,87.5,81.25,93.75,99.375,96.875,100
8159232,4.375,0,15.625,23.75,3.125,37.5,51.875,37.5,59.375,83.75,46.875,100,35,6.25,56.25,98.75,96.875,100,3.75,3.125,6.25,60.625,3.125,100,45.625,15.625,71.875,86.875,75,96.875,99.375,96.875,100
8208384,2.5,0,9.375,24.375,9.375,46.875,56.25,46.875,65.625,85.625,37.5,100,27.5,3.125,53.125,97.5,90.625,100,1.25,0,3.125,62.5,0,100,56.25,31.25,75,87.5,59.375,100,100,100,100
8257536,3.75,0,9.375,27.5,15.625,56.25,65,50,71.875,83.125,37.5,96.875,38.125,12.5,81.25,94.375,87.5,100,2.5,0,6.25,61.875,0,100,55.625,15.625,75,88.125,68.75,96.875,95.625,93.75,100
8306688,3.125,0,6.25,23.125,9.375,53.125,60,50,71.875,87.5,53.125,100,33.125,3.125,90.625,99.375,96.875,100,0.625,0,3.125,62.5,0,100,51.875,28.125,62.5,92.5,84.375,100,100,100,100
8355840,3.125,0,12.5,30.625,3.125,56.25,61.25,50,75,89.375,62.5,100,33.75,9.375,75,98.75,96.875,100,0.625,0,3.125,66.25,0,100,50,12.5,71.875,88.75,84.375,93.75,99.375,96.875,100
8404992,0.625,0,3.125,17.5,6.25,31.25,58.125,50,65.625,90,62.5,100,37.5,6.25,68.75,97.5,93.75,100,1.875,0,3.125,65,0,100,48.75,12.5,71.875,93.125,84.375,100,100,100,100
8454144,0.625,0,3.125,17.5,6.25,40.625,56.875,46.875,71.875,86.25,40.625,100,30.625,0,75,93.125,90.625,100,0,0,0,61.25,3.125,100,53.125,25,68.75,96.25,87.5,100,100,100,100
8503296,2.5,0,9.375,20,9.375,46.875,58.125,50,68.75,87.5,59.375,100,36.25,12.5,81.25,97.5,93.75,100,2.5,0,6.25,61.25,6.25,100,55,18.75,71.875,94.375,87.5,96.875,99.375,96.875,100
8552448,1.875,0,6.25,21.875,9.375,34.375,51.25,43.75,65.625,84.375,37.5,96.875,38.75,9.375,84.375,96.25,87.5,100,0.625,0,3.125,65,12.5,100,54.375,34.375,71.875,91.25,81.25,96.875,99.375,96.875,100
8601600,0.625,0,3.125,16.25,3.125,34.375,56.875,46.875,65.625,85,46.875,96.875,33.125,0,84.375,97.5,90.625,100,0.625,0,3.125,69.375,12.5,100,63.75,50,71.875,91.25,81.25,100,100,100,100
8650752,3.75,0,12.5,22.5,3.125,37.5,60,50,71.875,85.625,50,100,36.875,0,93.75,95,90.625,100,1.875,0,3.125,63.125,9.375,100,63.75,28.125,75,93.125,84.375,96.875,99.375,96.875,100
8699904,1.875,0,3.125,17.5,3.125,31.25,65,62.5,65.625,85.625,53.125,100,32.5,3.125,90.625,95,90.625,100,1.875,0,3.125,66.875,6.25,100,58.75,21.875,78.125,96.875,87.5,100,98.75,96.875,100
8749056,3.75,0,9.375,20.625,12.5,34.375,58.125,40.625,81.25,86.875,59.375,96.875,36.25,9.375,96.875,97.5,93.75,100,1.875,0,6.25,68.125,6.25,100,56.25,37.5,78.125,90.625,71.875,100,98.75,96.875,100
8798208,1.25,0,6.25,20,6.25,28.125,62.5,50,71.875,88.75,50,100,36.25,3.125,96.875,98.75,93.75,100,3.125,0,6.25,71.875,28.125,100,57.5,37.5,75,94.375,90.625,96.875,98.75,93.75,100
8847360,3.75,0,6.25,18.75,9.375,25,58.125,53.125,65.625,85,37.5,96.875,33.125,3.125,87.5,96.875,90.625,100,1.25,0,3.125,71.25,21.875,100,53.125,12.5,78.125,90.625,84.375,96.875,100,100,100
8896512,1.875,0,6.25,18.75,3.125,31.25,59.375,43.75,81.25,86.25,59.375,96.875,32.5,6.25,93.75,96.875,90.625,100,3.125,0,6.25,80.625,34.375,100,55.625,28.125,75,94.375,87.5,100,98.125,93.75,100
8945664,1.875,0,3.125,22.5,6.25,43.75,61.875,50,75,90.625,65.625,100,32.5,0,96.875,93.125,78.125,100,1.875,0,3.125,79.375,31.25,100,56.875,6.25,81.25,93.125,84.375,100,98.75,93.75,100
8994816,0.625,0,3.125,21.25,3.125,40.625,63.125,56.25,68.75,90,71.875,100,36.25,9.375,96.875,91.875,71.875,100,2.5,0,6.25,71.25,18.75,100,58.125,25,84.375,88.125,75,100,100,100,100
9043968,6.25,3.125,12.5,25.625,12.5,40.625,61.25,50,75,85.625,43.75,100,33.125,3.125,96.875,91.875,65.625,100,1.25,0,3.125,79.375,34.375,100,51.875,9.375,84.375,90.625,75,100,100,100,100
9093120,3.125,0,12.5,23.75,15.625,34.375,56.875,53.125,62.5,90.625,71.875,100,31.875,6.25,93.75,91.25,68.75,100,2.5,0,6.25,86.25,65.625,100,58.75,21.875,78.125,90,68.75,96.875,100,100,100
9142272,1.875,0,3.125,28.75,15.625,46.875,58.75,43.75,81.25,86.25,68.75,100,33.125,3.125,100,95,87.5,100,1.875,0,3.125,89.375,65.625,100,57.5,37.5,81.25,91.875,78.125,100,99.375,96.875,100
9191424,3.125,0,9.375,26.25,12.5,37.5,53.125,37.5,68.75,89.375,65.625,96.875,32.5,6.25,90.625,98.75,96.875,100,1.25,0,3.125,85.625,71.875,96.875,60,21.875,78.125,94.375,81.25,100,100,100,100
9240576,1.875,0,6.25,23.125,9.375,37.5,47.5,34.375,62.5,81.875,62.5,93.75,36.875,0,96.875,91.875,81.25,100,2.5,0,6.25,92.5,75,100,51.25,34.375,65.625,93.75,87.5,96.875,98.75,96.875,100
9289728,3.125,0,9.375,22.5,9.375,34.375,62.5,43.75,78.125,89.375,68.75,100,29.375,6.25,100,91.875,78.125,100,0.625,0,3.125,88.125,71.875,96.875,58.125,43.75,75,92.5,87.5,96.875,99.375,96.875,100
9338880,0.625,0,3.125,19.375,0,31.25,56.25,43.75,71.875,87.5,56.25,100,39.375,12.5,96.875,93.75,78.125,100,1.875,0,3.125,90,78.125,96.875,55.625,21.875,68.75,93.125,84.375,100,99.375,96.875,100
9388032,2.5,0,6.25,18.75,0,31.25,53.75,46.875,62.5,90.625,84.375,100,33.125,3.125,96.875,95.625,84.375,100,4.375,3.125,6.25,90,68.75,100,53.75,21.875,78.125,97.5,93.75,100,100,100,100
9437184,3.75,0,6.25,26.875,0,43.75,63.125,50,71.875,94.375,87.5,100,33.125,0,96.875,96.875,90.625,100,1.25,0,3.125,94.375,81.25,100,53.125,37.5,65.625,95.625,90.625,100,100,100,100
9486336,3.125,0,6.25,26.875,0,46.875,66.875,46.875,71.875,95.625,93.75,100,33.75,0,100,98.75,93.75,100,1.875,0,6.25,94.375,81.25,100,51.875,37.5,75,88.125,71.875,96.875,100,100,100
9535488,5,3.125,9.375,35.625,0,53.125,60.625,53.125,68.75,93.75,87.5,100,30.625,0,100,96.875,93.75,100,1.25,0,3.125,91.25,65.625,100,62.5,50,75,95,90.625,100,100,100,100
9584640,1.875,0,3.125,26.25,0,50,62.5,53.125,75,93.75,84.375,96.875,30,6.25,93.75,98.125,93.75,100,1.875,0,3.125,95.625,81.25,100,60,34.375,81.25,93.75,84.375,100,100,100,100
9633792,3.75,0,9.375,28.75,0,62.5,59.375,46.875,68.75,95.625,84.375,100,31.875,3.125,100,98.75,96.875,100,1.875,0,6.25,93.125,71.875,100,58.125,21.875,81.25,93.125,84.375,96.875,99.375,96.875,100
9682944,3.75,0,6.25,23.75,0,31.25,65,56.25,75,93.125,90.625,100,36.875,12.5,96.875,95.625,90.625,100,1.25,0,3.125,95.625,84.375,100,58.75,46.875,90.625,90.625,81.25,93.75,99.375,96.875,100
9732096,0.625,0,3.125,22.5,0,34.375,58.125,46.875,65.625,96.25,90.625,100,35.625,3.125,100,98.125,93.75,100,5.625,3.125,9.375,96.875,84.375,100,58.75,34.375,90.625,93.75,87.5,100,100,100,100
9781248,0.625,0,3.125,25,3.125,56.25,63.125,46.875,84.375,96.875,87.5,100,34.375,6.25,96.875,98.75,96.875,100,1.875,0,6.25,96.875,84.375,100,63.75,50,71.875,92.5,84.375,100,100,100,100
9830400,3.125,0,9.375,28.125,3.125,46.875,63.125,53.125,78.125,97.5,93.75,100,31.875,6.25,100,98.75,96.875,100,2.5,0,6.25,93.75,87.5,100,57.5,43.75,81.25,90.625,81.25,96.875,99.375,96.875,100
